time,current,omega,omega_meas,theta,tau_load,V_in
0.171,10.4442483163762,156.019815740369,156.102017777029,12.2900044769105,0,12
0.1715,10.4398040662049,156.463796109936,156.83766312434,12.3680143847807,0,12
0.172,10.4353642602856,156.907332498947,156.770809024246,12.4462462828357,0,12
0.1725,10.4309288941741,157.350425351385,158.138575424658,12.5246999490851,0,12
0.173,10.4264979634305,157.793075110785,157.552606534896,12.6033751617608,0,12
0.1735,10.4220714636196,158.235282220241,158.399038280656,12.6822716993162,0,12
0.174,10.4176493903103,158.677047122403,159.009414182717,12.7613893404263,0,12
0.1745,10.4132317390762,159.118370259478,159.160964555839,12.8407278639876,0,12
0.175,10.4088185054951,159.559252073233,159.999728465923,12.9202870491173,0,12
0.1755,10.4044096851495,159.999693004989,160.161299573913,13.0000666751539,0,12
0.176,10.400005273626,160.43969349563,160.047620403798,13.0800665216564,0,12
0.1765,10.3956052665159,160.879253985596,159.976567309903,13.1602863684042,0,12
0.177,10.3912096594148,161.318374914889,162.247671389167,13.240725995397,0,12
0.1775,10.3868184479226,161.75705672307,161.454791678683,13.3213851828545,0,12
0.178,10.3824316276437,162.195299849259,162.246979710414,13.402263711216,0,12
0.1785,10.378049194187,162.633104732139,162.914688209712,13.4833613611406,0,12
0.179,10.3736711431655,163.070471809954,163.127270308321,13.5646779135067,0,12
0.1795,10.3692974701968,163.507401520508,163.055038414109,13.6462131494117,0,12
0.18,10.364928170903,163.943894301169,163.710037009943,13.7279668501719,0,12
0.1805,10.3605632409103,164.379950588867,164.317505615256,13.8099387973225,0,12
0.181,10.3562026758494,164.815570820096,165.555050065848,13.8921287726169,0,12
0.1815,10.3518464713554,165.250755430912,164.820347585908,13.974536558027,0,12
0.182,10.3474946230676,165.685504856935,166.077839090579,14.0571619357424,0,12
0.1825,10.34314712663,166.119819533351,166.274131103325,14.1400046881709,0,12
0.183,10.3388039776907,166.553699894909,166.436769873844,14.2230645979376,0,12
0.1835,10.3344651719021,166.987146375924,166.458660002944,14.306341447885,0,12
0.184,10.3301307049211,167.420159410278,167.278088932964,14.389835021073,0,12
0.1845,10.3258005724088,167.852739431416,167.809394290186,14.4735451007781,0,12
0.185,10.3214747700309,168.284886872353,167.550189335109,14.5574714704938,0,12
0.1855,10.3171532934572,168.716602165668,168.812693288103,14.64161391393,0,12
0.186,10.3128361383619,169.14788574351,168.736739105365,14.7259722150129,0,12
0.1865,10.3085233004235,169.578738037594,169.531617743614,14.8105461578846,0,12
0.187,10.3042147753248,170.009159479204,170.177266149681,14.8953355269034,0,12
0.1875,10.299910558753,170.439150499193,169.986823469569,14.980340106643,0,12
0.188,10.2956106463995,170.868711527982,170.724583347379,15.0655596818926,0,12
0.1885,10.2913150339602,171.297842995564,171.472874374331,15.1509940376566,0,12
0.189,10.2870237171352,171.726545331498,170.808615760246,15.2366429591544,0,12
0.1895,10.2827366916287,172.154818964918,172.672806919041,15.3225062318201,0,12
0.19,10.2784539531496,172.582664324526,173.794894896995,15.4085836413026,0,12
0.1905,10.2741754974107,173.010081838595,173.489782093299,15.4948749734649,0,12
0.191,10.2699013201294,173.437071934972,173.279185937467,15.5813800143841,0,12
0.1915,10.2656314170271,173.863635041074,174.077946381004,15.6680985503516,0,12
